bd,id,Tipo,Subtipo,Fecha,Detonante,DetonanDes,Fuente,Subregion,Municipio,Pueblo,Sitio,Incertidumb,Norte,Este,Fallecidos,Economicas,Notas,LinkFoto
ant,3466.000,Landslide,,1984-08-05,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San Antonio,Caicedo - San Antonio,Mid,6.242,-75.555,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,3474.000,Landslide,,1984-05-13,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San Antonio,Caicedo - San Antonio,Mid,6.242,-75.555,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2577.000,Landslide,,1976-11-02,Unknown,Desconocida,Ingeominas,Valle de Aburrá,Medellín,Barrio Caycedo,Barrio Caicedo,Mid,6.242,-75.555,0.000,"0",Se desconoce la causa,
ant,2958.000,Debris Flow,,1983-04-26,Unknown,Desconocida,Biomberos Medellín,Valle de Aburrá,Medellín,Barrio Caycedo,Cll 50 Cr 38,Mid,6.242,-75.555,0.000,"0",(di6author : rs)(di6date : 2002/23/12),
ant,3124.000,Debris Flow,,1983-09-26,Unknown,Desconocida,Bomberso Medellín,Valle de Aburrá,Medellín,Barrio Caycedo,Cll 58 con Cr 8.,Mid,6.242,-75.555,0.000,"0",(di6author : rs)(di6date : 2003/14/01),
ant,3896.000,Landslide,,1986-10-08,Unknown,Desconocida,Ingeominas,Valle de Aburrá,Medellín,Barrio Caycedo,Barrio Caicedo,Mid,6.242,-75.555,0.000,"0",Se desconoce la causa,
ant,4055.000,Debris Flow,,1987-05-19,Anthropic,Error humano - Por cascajo y otros materiales de una construcción además,El Colombiano,Valle de Aburrá,Medellín,Barrio Caycedo,"Sector las Perlas; en la Calle 53 con Cra 27",Mid,6.242,-75.555,0.000,"0",* por el aguacero intenso y prolongado. nota: la publicación de esta noticia aparece en el colombiano del 22 de mayo de 1987.(di6date : 24/9/02),
ant,2592.000,Landslide,,1979-11-28,Unknown,Desconocida,Bdosso,Valle de Aburrá,Medellín,,B.Caycedo,High,6.242,-75.555,2.000,"0",,
ant,6246.000,Landslide,,1997-01-22,Unknown,Desconocida,Dnpad,Valle de Aburrá,Medellín,,B. Caicedo,High,6.242,-75.555,0.000,"45",(di6date : cip),
ant,3164.000,Landslide,,1983-12-21,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Salvador,Calle 36 con Cra. 33 B,Mid,6.234,-75.560,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2597.000,Debris Flow,,1979-09-05,Unknown,Desconocida,El Colombiano,Valle de Aburrá,Medellín,El Salvador,"Guayabal; Salvador; la Toma",Mid,6.236,-75.560,0.000,"0",Se desconoce la causa este evento se dio en otros barrios fuera de este y en la ficha no dice a que barrios se les atribuyen los distintos efectos...estos barrios son: guayabal y la toma(di6author : rsb)(di6date : 23/04/01),
ant,3488.000,Debris Flow,,1985-09-13,Unknown,Desconocida,Bomberois Medellín,Valle de Aburrá,Medellín,El Salvador,Cll 39 con Cr 38.,Mid,6.236,-75.560,0.000,"0",(di6author : r.s)(di6date : 2003/01/21),
ant,4404.000,Debris Flow,,1988-04-14,Unknown,Desconocida,El Colombiano,Valle de Aburrá,Medellín,El Salvador,Barrios el Salvador y Lovaina,Mid,6.236,-75.560,0.000,"0",Se desconoce la causa este evento se dio en otro barrio fuera de este y en la ficha no dice a cual de los barrios se les atribuyen los distintos efectos...este otro barrio es: lovaina el barrio lovaina no aparece en la lista actualizada según decre 2000,
ant,5791.000,Debris Flow,,1995-06-06,Rainfall,Lluvias,El Colombiano,Valle de Aburrá,Medellín,El Salvador,Desbordamiento de quebrada Chupadero,Mid,6.236,-75.560,0.000,"0",Nota1: la noticia de la cual se saca la información para esta ficha se encuentra en el periódico de el colombiano del 9 de junio de 1995.(di6date : 30/9/02),
ant,7798.000,Landslide,,2008-05-26,Rainfall,Vendaval - Intensas lluvias que golpean el pais por frente humedo,Noticiero Hora 13,Valle de Aburrá,Medellín,El Salvador,Sector la Cañada,Mid,6.236,-75.560,0.000,"25",Movimiento en masa a las 7:30 p.m. de un talud en la parte posterior de varias viviendas(di6author : edier)(di6date : 2008-05-28),
ant,3882.000,Debris Flow,,1986-10-08,Unknown,Desconocida,El Colombiano,Valle de Aburrá,Medellín,La Milagrosa,Barrio la Milagrosa y Alejandro Echavarría,Mid,6.234,-75.552,0.000,"0",Se desconoce la causa este evento se dio en otros barrios fuera de este y en la ficha no dice a que barrios se les atribuyen los distintos efectos...este barrio es: alejandro echavarría(di6author : rsb)(di6date : 23/04/01),
ant,5785.000,Debris Flow,,1995-06-06,Rainfall,Lluvias - Lluvias torrenciales,El Colombiano,Valle de Aburrá,Medellín,La Milagrosa,En la Residencia Cataluña,Mid,6.234,-75.552,0.000,"0",Se inundaron varias viviendas. nota1: la noticia de la cual se saca la información para esta ficha se encuentra en el periódico de el colombiano del 9 de junio de 1995.(di6date : 30/9/02),
ant,6441.000,Landslide,,1998-12-26,Unknown,Desconocida,Carpeta del Cle de 1999,Valle de Aburrá,Barbosa,Buenos Aires,Sector la Severa,Mid,6.232,-75.555,0.000,"0",Pequeño desprendimiento de tierra. no ocasionó daño alguno(di6author : rsb)(di6date : 11/05/01),
ant,7132.000,Debris Flow,,2000-10-05,Unknown,Desconocida,Carpeta del Cle del 2000,Valle de Aburrá,Barbosa,Buenos Aires,,Mid,6.232,-75.555,0.000,"0","Además de la avenida; existe la probabilidad de deslizamientos que amenazan continuamente son varias las causas de este evento la fecha que aparece en esta ficha no es la fecha exacta en que ocurrió el evento sino la fecha en que se realizo la visi(di6",
ant,8198.000,Debris Flow,,2020-11-10,Rainfall,,DAGRD twitter,Valle de Aburrá,Medellín,San Diego,Puente av 33,low,6.237,-75.570,0.000,"0","-",
ant,8591.000,Debris Flow,,2022-05-06,Rainfall,,Guardianes Antioquia,Valle de Aburrá,Medellin,Barrio La Candelaria,Avenida El Poblado,Mid,6.235,-75.570,0.000,"0","Inundaciones presentadas en la tarde, sobre la avenida El Poblado, cerca al CC San Diego",
ant,6127.000,Landslide,,1996-10-12,Unknown,Desconocida - El suelo de la vía se hundió y se agrietó(es más un,El Colombiano,Valle de Aburrá,Medellín,Las Palmas,"Vía a las Palmas; Cerca a la Antigua Discoteca Britania",Mid,6.239,-75.565,0.000,"0",* hundimiento que un deslizamiento)(di6date : 2/10/02),
ant,8592.000,Landslide,,2022-05-06,Rainfall,,DAGRD Medellín,Valle de Aburrá,Medellin,Barrio Buenos Aires,Sector La Asomadera,Mid,6.238,-75.565,0.000,"2 casas destruidas, 6 casa evacuadas","8 viviendas debieron ser evacuadas temporalmente en el sector de la Asomadera, oriente de Medellín, por un movimiento en masa que se presentó a causa del torrencial aguacero de la tarde de este sábado 7 de mayo. 2 de estas viviendas quedaron completam",
ant,8199.000,Debris Flow,,2020-11-02,Rainfall,,DAGRD twitter,Valle de Aburrá,Medellín,Loma del Indio,av Las Palmas,low,6.227,-75.565,0.000,"0","-",
ant,8205.000,Landslide,,2021-03-24,Rainfall,,El Colombiano,Valle de Aburrá,Medellín,Asomadera I,"km 1 vía las Palmas, Loma del indio",low,6.227,-75.565,0.000,Socavación en la vía,Deslizamiento y socavación del carril ascendente de la av Las Palmas.,
ant,8300.000,Landslide,,2021-06-01,Rainfall,,DAGRD Medellín,Valle de Aburrá,Medellin,Corregimiento de Santa Elena,Vereda Alto de Las Moras,Mid,6.265,-75.523,0.000,10 viviendas con colapso parcial o total de la estructura.,"Equipo Técnico DAGRDapso par‍♀️l o tota y #BomberosMedellínmovimien‍o en masa qu‍ destruy atienden movimiento en masa y flujo de lodos en vereda Alto de Las Moras, corregimiento de Santa Elena. Allí 15 viviendas resultaron afectadas y con re",
ant,2774.000,Landslide,,1981-10-29,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,Santa Inés,Calle 81 con Cra. 37,Mid,6.273,-75.548,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2776.000,Landslide,,1981-05-02,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,Versalles Nº1,Calle 71 a con Cra. 28,Mid,6.265,-75.542,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,7774.000,Landslide,,2007-11-02,Rainfall,"Lluvias - Movimietno en masa de aporx  25 m3; tipo flujo",Amva,Valle de Aburrá,Medellín,La Cruz,Cra 28 X Clle 79B,Mid,6.271,-75.542,0.000,"0",El movimiento en masa ocurrió a la 1:45 a.m,
ant,2932.000,Landslide,,1982-02-16,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Raizal,Calle 77 con Cra. 30,Mid,6.269,-75.543,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2935.000,Landslide,,1982-02-16,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Raizal,Calle 76 con Cra. 30,Mid,6.269,-75.543,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2775.000,Landslide,,1981-09-05,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Raizal,Calle 75 con Cra. 32,Mid,6.268,-75.545,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2936.000,Landslide,,1982-04-10,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Raizal,Calle 72 con Cra. 33,Mid,6.267,-75.545,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2193.000,Landslide,,2017-10-24,Unknown,Otra causa - Desconfinamiento de la estructura por construccion en casa v,Telemedellín,Valle de Aburrá,Medellín,,Barrio Versalles,High,6.268,-75.544,0.000,"0","Habitantes de tres barrios de la comuna 3 de medellín se encuentran casi que incomunicados versalles, la cruz y la honda",
ant,7949.000,Landslide,,2016-12-10,Rainfall,Deslizamiento - Aguas subterráneas y los fuertes aguaceros de los últimos d,Q'Hubo,Valle de Aburrá,Medellín,,Sector de la Serrania y Versalles,High,6.268,-75.544,0.000,"0",El deslisamiento destruyo una vivienda y un bus que estaba en el sector,
ant,2937.000,Landslide,,1982-05-08,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,Versalles Nº1,Calle 68 a con Cra. 31,Mid,6.262,-75.544,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,5149.000,Landslide,,1992-09-22,Anthropic,"Error humano - Deforestación de la zona; aguas perdidas en la parte",Unknown,Valle de Aburrá,Medellín,Versalles Nº1,Carrera 27 X Calle 68A,Mid,6.262,-75.542,0.000,"10",(*) superior (tubería reventada) y banqueo en la perte del talud con fines constructivos. - se realizó la evacución de tres familias de manera urgente debido a la inhabitabilidad de la zona. - desplome de unos 300 m3 de material con pérdida de dos s,
ant,4387.000,Debris Flow,,1988-04-14,Unknown,Desconocida,El Colombiano,Valle de Aburrá,Medellín,Manrique Oriental,Barrio Manrique Oriental (Calle 68 con Cra. 39),Mid,6.264,-75.549,0.000,"0",Se desconoce la causa(di6author : rsb)(di6date : 22/04/01),
ant,6087.000,Debris Flow,,1996-04-13,Rainfall,Lluvias - Fuerte e intenso aguacero y por la ola invernal,El Colombiano,Valle de Aburrá,Medellín,Manrique Oriental,Desbordamiento de quebrada la Honda,Mid,6.264,-75.549,0.000,"260","En la infraestructura vial se produjo la destrucción de un puente peatonal y desestabilización de uno vehicular; lo mismo que la ruptura total de un tramo grande de pavimento en la calle 72. dos transformadores de alto voltaje quedaron semidestruido la",
ant,8481.000,Landslide,,2022-02-21,Rainfall,,DAGRD Medellín,Valle de Aburrá,Medellin,"Barrio La Cruz,  Sector La Honda",Cl. 71 con Cra. 24AB,Mid,6.266,-75.535,0.000,1 vivienda destruida,"Movimiento en masa en Cl. 71 con Cra. 24AB, sector La Honda, barrio la Cruz de la comuna 3-Manrique. Colapsó totalmente una unidad habitacional que fue evacuada a tiempo por sus moradores. El equipo técnico del DAGRD, recomendó la evacuación definiti",
ant,7993.000,Landslide,,2017-06-25,Rainfall,Lluvias,El Colombiano,Valle de Aburrá,Medellín,La Cruz,Carrera 23C #75C-98,Mid,6.269,-75.535,0.000,"0",5 familas evacuadas,
ant,3143.000,Landslide,,1983-09-19,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,Basurero,High,6.270,-75.538,0.000,"0",Se desconoce la causa,
ant,1345.000,Landslide,,2007-05-27,Rainfall,Lluvias - Deslizamiento y avalancha que provocó tragedia en el sector,Medios de Comunicación,Valle de Aburrá,Medellín,,Manrique - sector la Cruz,High,6.271,-75.537,7.000,"0",15 familias damnificadas. dapard apoyó con 100 colchonetas 10 cobijas el simpad implemento alberguez (di6author : luz dary di6date : 30-05-07),
ant,5776.000,Landslide,,1995-08-21,Unknown,Otra causa - Otra causa,Dnpad,Valle de Aburrá,Medellín,,Barrio la Cruz,High,6.271,-75.537,0.000,"0",(di6date : frg),
ant,7829.000,Debris Flow,,2009-03-21,Rainfall,Lluvias - Intensas lluvias a las 4 p m,El Mundo,Valle de Aburrá,Medellín,La Cruz,Desbordamiento de quebrada sin Identificar,Mid,6.275,-75.538,0.000,"0",(di6author : edier)(di6date : 2009-03-24),
ant,7912.000,Landslide,,2014-12-08,Rainfall,Lluvias - Exceso de lluvias en terrenos no aptos para construir vivien,El Mundo,Valle de Aburrá,Medellín,La Cruz,Barrio la Cruz,Mid,6.275,-75.538,0.000,"0","Deslizamiento de suelo afecto casa sobre él y otras aledañas, produciendo la evacuación preventiva de aproximadamente 60 personas de once familias y la reubicación de aproximadamente 30 personas de cinco viviendas destruídas. la zona está declarada",
ant,7914.000,Landslide,,2013-09-05,Rainfall,Lluvias - Lluvias torrenciales al inicio de la temporad ainvernal,El Mundo,Valle de Aburrá,Medellín,La Cruz,Barrio la Cruz,Mid,6.275,-75.538,0.000,"0","Deslizamiento de tierra afectó 7viviendas en zona de influencia, aproximadamente 35 personas y otras 150 debieron ser evacuadas para prevenir otra emergencia.",
ant,6839.000,Landslide,,1999-09-23,Rainfall,Lluvias,El Colombiano,Valle de Aburrá,Medellín,Manrique Central Nº1,"Manrique parte Alta; Calle 83B con Cra. 25C.",Mid,6.274,-75.541,1.000,"0",(di6date : 9/10/02),
ant,8663.000,Debris Flow,,2022-11-20,Rainfall,,Guardianes Antioquia,Valle de Aburrá,Medellin,Barrio La Cruz,Sector El Edén,Mid,6.274,-75.541,0.000,"0","En Manrique barrio La Cruz, sector el Edén, algunas familias reportan afectaciones en sus casas por el fuerte aguacero.",
ant,7984.000,Landslide,,2017-06-11,Rainfall,Lluvias,Telemedellín,Valle de Aburrá,Medellín,Versalles Nº2,"Carrera 21 D # 84Aa - 181, sector conocido como la Palomera",Mid,6.279,-75.536,0.000,"0","La semana pasada la entidad había hecho una recomendación de evacuación a dos viviendas en esa misma zona, las cuales están ubicadas en la parte alta del lugar donde se originó el deslizamiento",
ant,7985.000,Landslide,,2017-06-11,Rainfall,Lluvias,Telemedellín,Valle de Aburrá,Medellín,Versalles Nº2,"Carrera 21 D # 84Aa - 181, sector conocido como la Palomera",Mid,6.279,-75.536,0.000,"0","La semana pasada la entidad había hecho una recomendación de evacuación a dos viviendas en esa misma zona, las cuales están ubicadas en la parte alta del lugar donde se originó el deslizamiento",
ant,7986.000,Landslide,,2017-06-11,Rainfall,Lluvias,Telemedellín,Valle de Aburrá,Medellín,Versalles Nº2,"Carrera 21 D # 84Aa - 181, sector conocido como la Palomera",Mid,6.279,-75.536,0.000,"0","La semana pasada la entidad había hecho una recomendación de evacuación a dos viviendas en esa misma zona, las cuales están ubicadas en la parte alta del lugar donde se originó el deslizamiento",
ant,7987.000,Landslide,,2017-06-11,Rainfall,Lluvias,Telemedellín,Valle de Aburrá,Medellín,Versalles Nº2,"Carrera 21 D # 84Aa - 181, sector conocido como la Palomera",Mid,6.279,-75.536,0.000,"0","La semana pasada la entidad había hecho una recomendación de evacuación a dos viviendas en esa misma zona, las cuales están ubicadas en la parte alta del lugar donde se originó el deslizamiento",
ant,7988.000,Landslide,,2017-06-11,Rainfall,Lluvias,Telemedellín,Valle de Aburrá,Medellín,Versalles Nº2,"Carrera 21 D # 84Aa - 181, sector conocido como la Palomera",Mid,6.279,-75.536,0.000,"0","La semana pasada la entidad había hecho una recomendación de evacuación a dos viviendas en esa misma zona, las cuales están ubicadas en la parte alta del lugar donde se originó el deslizamiento",
ant,7989.000,Landslide,,2017-06-11,Rainfall,Lluvias,Telemedellín,Valle de Aburrá,Medellín,Versalles Nº2,"Carrera 21 D # 84Aa - 181, sector conocido como la Palomera",Mid,6.279,-75.536,0.000,"0","La semana pasada la entidad había hecho una recomendación de evacuación a dos viviendas en esa misma zona, las cuales están ubicadas en la parte alta del lugar donde se originó el deslizamiento",
ant,7990.000,Landslide,,2017-06-11,Rainfall,Lluvias,El Colombiano,Valle de Aburrá,Medellín,Versalles Nº2,"Carrera 21 D # 84Aa - 181, sector conocido como la Palomera",Mid,6.279,-75.536,0.000,"0","La semana pasada la entidad había hecho una recomendación de evacuación a dos viviendas en esa misma zona, las cuales están ubicadas en la parte alta del lugar donde se originó el deslizamiento",
ant,2773.000,Landslide,,1981-05-25,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San José de La Cima Nº1,Calle 90 con Cra. 31 (San Blas),Mid,6.282,-75.544,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,3653.000,Landslide,,1985-08-20,Unknown,Desconocida,Ingeominas,Valle de Aburrá,Medellín,Santo Domingo Savio Nº1,"Barrio Santo Domingo; Calle 95A con Cra. 39",Mid,6.286,-75.548,0.000,"0",Se desconoce la causa no se especifica si el evento ocurrió en el barrio santo domingo savio nº1 o nº2 (en esta base de datos queda santo domingo savio nº1 por defecto),
ant,2619.000,Landslide,,1980-11-23,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San Pablo,Carretera a Guarne,Mid,6.284,-75.546,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2761.000,Landslide,,1981-07-02,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San Pablo,,Mid,6.284,-75.546,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2621.000,Landslide,,1980-11-23,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Compromiso,,Mid,6.285,-75.544,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2770.000,Landslide,,1981-06-30,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Compromiso,,Mid,6.285,-75.544,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2771.000,Landslide,,1981-07-02,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Compromiso,,Mid,6.285,-75.544,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,6817.000,Landslide,,1999-03-29,Rainfall,Lluvias - Ola invernal,El Colombiano,Valle de Aburrá,Medellín,El Compromiso,Al Noroccidente de Med.En el Asentamiento de el Compromiso,Mid,6.285,-75.544,1.000,"0","Aquí murió una niña de 10 años de edad; quedó sepultada sobre la cama; por un pedazo de morro que derrumbo su casa.(di6date : 3/10/02)",
ant,2759.000,Landslide,,1981-05-22,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San Pablo,Calle 96 con Cra. 36,Mid,6.287,-75.546,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2762.000,Landslide,,1981-07-09,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San Pablo,Calle 98 con Cra. 35,Mid,6.288,-75.545,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,3151.000,Landslide,,1983-04-15,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,Villa Guadalupe,Calle 95 a con Cra. 36,Mid,6.286,-75.546,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2760.000,Landslide,,1981-06-30,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San Pablo,Calle 96 con Cra. 34,Mid,6.287,-75.544,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,2769.000,Landslide,,1981-05-12,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,El Compromiso,Calle 95 con Cra. 34,Mid,6.286,-75.544,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,8003.000,Landslide,,2017-12-12,Rainfall,Lluvias,"El Colombiano, El Mundo, El Tiempo, Telemedellin, Teleantioquia",Valle de Aburrá,Medellín,Las Granjas,"Carrera 32 con Calle 84C,Las Granjas de Manrique",Mid,6.276,-75.545,0.000,"0","Por lo menos 10 personas (tres familias) perdieron su vivienda. una casa colapsó y otras dos tuvieron que ser evacuadas por daños estructurales.otras cinco casas de la zona están siendo evaluadas por expertos, pues están en zona de alto riesgo no rec",
ant,8059.000,Debris Flow,,2018-11-02,Rainfall,Lluvias,Minuto 30,Valle de Aburrá,Medellín,Manrique Oriental,Calle 85 entre las Carreras 39 y la 44.,Low,6.275,-75.547,0.000,"0",,
ant,8463.000,Landslide,,2021-11-22,Rainfall,,DAGRD Medellín,Valle de Aburrá,Medellin,Barrio San José La Cima,Cl. 89 con Cra. 30 - 50,Low,6.278,-75.544,1.000,1 vivienda destruida,"Unidades del Cuerpo Oficial de Bomberos Medellín se encuentran en la Cl. 89 con Cra. 30 - 50, San José La Cima, en la atención de un incidente por movimiento en masa.",
ant,3647.000,Landslide,,1985-09-26,Rainfall,Lluvias - Fuertes aguaceros y continuos,El Colombiano,Valle de Aburrá,Medellín,Las Esmeraldas,Cra 41 con Calle 86,Mid,6.278,-75.549,0.000,"0",Nota: la gente fue más precavida por lo tanto se evitaron perdidas en vidas aunque si hubieron perdidas económicas.(di6date : 24/9/02),
ant,8664.000,Debris Flow,,2022-11-20,Rainfall,,Caracol Radio,Valle de Aburrá,Medellin,Barrio Manrique,"Manrique Las Granjas, calle 85 con la 39",Mid,6.277,-75.547,0.000,"0","Graves daños por inundaciones viviendas en Manrique Las Granjas Quebrada La Maquinita en la calle 85 con la 39, centro oriente de la capital antioqueña.",
ant,6114.000,Landslide,,1996-07-01,Rainfall,Lluvias - Ola invernal,El Colombiano,Valle de Aburrá,Medellín,,Barrio San Blas (No Está en la Lista de Barrios). *,High,6.278,-75.547,0.000,"0",En la dirección calle 98 con la cra. 33 un alud sepultó una vivienda y 2 quedaron afectadas.(di6date : 2/10/02),
ant,3137.000,Debris Flow,,1983-12-11,Unknown,Desconocida,El Colombiano,Valle de Aburrá,Medellín,Las Granjas,"Barrios las Granjas; las Nieves; San Blas y el Jardín",Mid,6.278,-75.547,0.000,"0","Se desconoce la causa este evento se dio en otros barrios fuera de este y en la ficha no dice a que barrios se les atribuyen los distintos efectos...estos barrios son: las nieves; san blas y el jardin(DI6Author : RSB)(DI6Date : 23/04/01)",
ant,4651.000,Debris Flow,,1989-11-30,Rainfall,Lluvias - Ola invernal produjo salida del cauce de una quebrada del sector,El Colombiano,Valle de Aburrá,Medellín,Las Granjas,,Mid,6.278,-75.547,0.000,"0",Inundación de vias públicas(di6date : 27/09/02),
ant,7874.000,Debris Flow,,2009-11-15,Rainfall,Lluvias - Avenida de la quebrada  La García por intensas lluvias a las 4 p m,El Colombiano,Valle de Aburrá,Bello,Las Granjas,Niquía- las Granjas,Mid,6.278,-75.547,0.000,"50",(di6author : edier)(di6date : 2009-11-16),
ant,3450.000,Landslide,,1984-10-25,Unknown,Desconocida,Ingeominas,Valle de Aburrá,Medellín,San José de La Cima Nº1,Barrio San José de la Cima,Mid,6.281,-75.542,0.000,"0",Se desconoce la causa,
ant,3667.000,Landslide,,1985-08-11,Unknown,Desconocida,Tesis de La Universidad Nacional *,Valle de Aburrá,Medellín,San José de La Cima Nº1,,Mid,6.281,-75.542,0.000,"0","* tesis precipitación y su influencia sobre algunos deslizamientos ocurridos en las laderas del valle de aburrá; por: paz delgado maria cristina y torres velásquez adriana maría (1989)(DI6Author : RS)(DI6Date : 12/03/03)",
ant,4064.000,Landslide,,1987-05-05,Unknown,Desconocida,Ingeominas,Valle de Aburrá,Medellín,San José de La Cima Nº1,Barrio San José de la Cima,Mid,6.281,-75.542,0.000,"0",Se desconoce la causa,
